value_loss,time_elapsed,policy_entropy,n_updates,clipfrac,total_timesteps,fps,approxkl,serial_timesteps,policy_loss,explained_variance
0.0024005855,460.17832922935486,0.67314684,1978,0.0,253184,552,4.0841353e-08,253184,-2.362777e-05,0.9599609225988388
0.0016527333,460.4110310077667,0.6726474,1979,0.0,253312,559,2.8762948e-08,253312,9.0406975e-06,0.9779317658394575
0.0002040066,460.6406409740448,0.6740962,1980,0.0,253440,558,2.5218256e-09,253440,-3.7816353e-06,0.9958934267051518
0.00061899435,460.87077808380127,0.6736663,1981,0.0,253568,561,4.6633137e-09,253568,-1.8454157e-06,0.9900775952264667
0.0002159066,461.1001720428467,0.67649996,1982,0.0,253696,567,1.4351245e-07,253696,-4.7272246e-05,0.9985000459710136
0.00026772873,461.3265001773834,0.6729117,1983,0.0,253824,548,1.365255e-07,253824,-3.3470802e-05,0.9978538872674108
0.0013876354,461.561160326004,0.67135996,1984,0.0,253952,556,4.1088416e-08,253952,-5.668262e-06,0.974714782088995
0.00023899411,461.79215717315674,0.6736288,1985,0.0,254080,557,3.2702915e-10,254080,1.1525117e-07,0.9961543646641076
0.0011313299,462.0227892398834,0.67752033,1986,0.0,254208,573,8.7008836e-08,254208,-2.6588794e-05,0.980056831613183
0.00023383496,462.2470190525055,0.67558235,1987,0.0,254336,552,4.735732e-09,254336,-7.512281e-07,0.9974847284611315
0.00023949154,462.47972202301025,0.6747712,1988,0.0,254464,566,7.0584434e-08,254464,-2.0267791e-05,0.9965370956342667
0.00013222545,462.7067050933838,0.6718969,1989,0.0,254592,573,9.736256e-08,254592,-3.2009906e-05,0.9985955867450684
0.00013123521,462.9312162399292,0.67568374,1990,0.0,254720,557,3.15802e-08,254720,-2.4377136e-05,0.9988475628197193
0.0033791964,463.1616530418396,0.67064583,1991,0.0,254848,575,1.1087543e-07,254848,-1.5519443e-05,0.9383061528205872
0.00018984945,463.38505816459656,0.6772225,1992,0.0,254976,533,2.4323057e-07,254976,-0.00010404794,0.998857875354588
0.00014627763,463.62608003616333,0.6768056,1993,0.0,255104,574,2.3060096e-07,255104,-2.9865536e-05,0.9988678640220314
0.00016950886,463.849632024765,0.6769245,1994,0.0,255232,558,4.6334907e-08,255232,-4.8849033e-06,0.9986756056314334
9.786219e-05,464.0800082683563,0.6754897,1995,0.0,255360,574,4.2783066e-09,255360,2.4239998e-06,0.9985615938203409
0.0012178293,464.30396795272827,0.6739689,1996,0.0,255488,556,3.378775e-08,255488,-2.3317989e-05,0.9778019282966852
0.0010676802,464.5357801914215,0.67701846,1997,0.0,255616,563,1.2664708e-07,255616,-6.6309003e-06,0.9806134533137083
0.00023442582,464.7637791633606,0.670721,1998,0.0,255744,574,2.8624815e-08,255744,-2.2253138e-05,0.9945858493447304
0.0012131075,464.9875090122223,0.6715205,1999,0.0,255872,557,8.43453e-08,255872,-5.5029523e-05,0.9754599519073963
0.0023531353,465.218031167984,0.6756018,2000,0.0,256000,571,2.4525878e-08,256000,1.4211866e-05,0.9603993184864521
0.001840442,465.4428081512451,0.67401266,2001,0.0,256128,543,1.03007025e-08,256128,2.7790666e-06,0.9599943831562996
0.0018293146,465.6794421672821,0.67372036,2002,0.0,256256,573,4.7989055e-08,256256,-1.1260505e-05,0.9697105977684259
0.0003321999,465.9035892486572,0.6760182,2003,0.0,256384,572,6.439783e-09,256384,2.3061875e-07,0.9982111571589485
0.0003488057,466.12823009490967,0.67682153,2004,0.0,256512,560,1.0297165e-08,256512,-1.16789015e-05,0.9979701896663755
0.00026867393,466.35780000686646,0.67383254,2005,0.0,256640,559,1.4034492e-07,256640,-7.028598e-05,0.9950807737186551
0.00031708824,466.5878462791443,0.6748549,2006,0.0,256768,559,1.0830172e-07,256768,9.336101e-06,0.9941800162196159
0.00023512257,466.81741213798523,0.6784677,2007,0.0,256896,573,1.0892386e-08,256896,-3.5197008e-06,0.9954202752560377
0.0002671725,467.0414171218872,0.6781276,2008,0.0,257024,558,2.484062e-07,257024,-0.000108081615,0.9984069541096687
0.0005763963,467.27161598205566,0.6769643,2009,0.0,257152,561,1.8543511e-07,257152,-3.1405361e-06,0.9893517615273595
0.00016140612,467.5005922317505,0.67798394,2010,0.0,257280,544,3.7063295e-08,257280,-1.5155354e-05,0.9973571181762964
0.00019375759,467.73703813552856,0.67760664,2011,0.0,257408,564,4.5837762e-08,257408,-1.11653935e-05,0.998846868169494
0.0042075687,467.9648172855377,0.67544395,2012,0.0,257536,571,1.1928451e-07,257536,-2.6659225e-05,0.9229234158992767
0.001385679,468.18962812423706,0.67480725,2013,0.0,257664,559,4.6971533e-09,257664,2.4278415e-06,0.9722150415182114
0.00013268579,468.41942715644836,0.6776359,2014,0.0,257792,556,1.657359e-08,257792,-3.47686e-06,0.9974528539460152
0.00026630005,468.6507341861725,0.67793125,2015,0.0,257920,559,1.1752759e-07,257920,-3.6360114e-05,0.9987489598570392
0.0029170648,468.8805820941925,0.67616034,2016,0.0,258048,571,2.5297062e-08,258048,-1.7504208e-05,0.9524789713323116
0.00064144604,469.10538816452026,0.67208683,2017,0.0,258176,574,2.008554e-07,258176,-3.9486913e-05,0.9860960245132446
0.0003309815,469.32898926734924,0.6782977,2018,0.0,258304,547,1.3459105e-07,258304,-3.8576196e-05,0.9983994701178744
0.00028453337,469.5637881755829,0.680066,2019,0.0,258432,573,5.928581e-09,258432,8.391566e-06,0.9985398161225021
0.00021141088,469.7880172729492,0.67934906,2020,0.0,258560,559,2.2193638e-09,258560,-6.5774657e-07,0.9987253053113818
0.00016789755,470.01788806915283,0.6786317,2021,0.0,258688,572,2.345173e-08,258688,-1.1079828e-05,0.9990301622310653
0.00015596721,470.24219012260437,0.6763245,2022,0.0,258816,555,4.1504023e-08,258816,-2.562697e-05,0.9972730630543083
0.00014953873,470.4736120700836,0.6755793,2023,0.0,258944,563,8.631542e-09,258944,4.944159e-07,0.9976586541160941
0.00024851665,470.7017431259155,0.6790829,2024,0.0,259072,573,1.2049386e-08,259072,1.2320816e-05,0.9964168097358197
8.8305525e-05,470.92616295814514,0.6768615,2025,0.0,259200,545,2.2140227e-08,259200,-7.3499396e-06,0.9989525624550879
0.00036676886,471.1619839668274,0.6772959,2026,0.0,259328,574,5.652322e-09,259328,-6.3937623e-06,0.9934874982573092
0.00012671998,471.3856830596924,0.67589206,2027,0.0,259456,548,2.002174e-08,259456,-3.7707272e-05,0.9988102841889486
0.004445192,471.61988520622253,0.67496586,2028,0.0,259584,573,3.669516e-08,259584,-2.2436609e-05,0.9283034056425095
0.00014363258,471.84408807754517,0.6789081,2029,0.0,259712,557,8.492301e-09,259712,4.0814048e-06,0.9989300214219838
0.00017155397,472.07463908195496,0.6773493,2030,0.0,259840,571,3.309299e-09,259840,-3.5958365e-06,0.9984152048127726
0.0013770455,472.29963421821594,0.6756616,2031,0.0,259968,562,1.9331404e-08,259968,-5.162088e-06,0.978507885709405
0.00023149984,472.5282130241394,0.6776829,2032,0.0,260096,558,6.721399e-08,260096,-2.1823915e-05,0.9957791585475206
0.0004991078,472.75843620300293,0.67398506,2033,0.0,260224,569,6.155147e-08,260224,-1.5521073e-05,0.9928414137102664
0.00018868546,472.9842119216919,0.6769117,2034,0.0,260352,557,9.281222e-09,260352,-1.0523014e-05,0.9974261112511158
0.0001699172,473.2147922515869,0.6755783,2035,0.0,260480,565,5.1004015e-08,260480,-1.3828045e-05,0.9988990407437086
0.0028949287,473.4421980381012,0.67658854,2036,0.0,260608,544,8.501424e-09,260608,-3.7670834e-06,0.9456805735826492
0.00023002987,473.6785800457001,0.67737246,2037,0.0,260736,573,3.437944e-09,260736,9.77423e-07,0.9984443105058745
0.00021307837,473.9028651714325,0.6755383,2038,0.0,260864,574,8.725089e-09,260864,-6.5031927e-06,0.9957877723500133
0.00021787366,474.1267120838165,0.6749628,2039,0.0,260992,561,3.317315e-08,260992,-2.9579154e-05,0.9984153504483402
0.00011751208,474.3559901714325,0.67763644,2040,0.0,261120,560,3.6669515e-08,261120,-4.5937602e-05,0.9990005000727251
0.00017346228,474.5852470397949,0.67462945,2041,0.0,261248,558,5.7069055e-08,261248,-3.2007112e-05,0.9983954773051664
0.00019219851,474.8157150745392,0.67850405,2042,0.0,261376,537,2.05811e-07,261376,-1.4724792e-05,0.9967351420782506
0.0003329051,475.05512714385986,0.67732066,2043,0.0,261504,560,1.5113883e-08,261504,5.827751e-07,0.9964384897612035
0.00015927742,475.284517288208,0.674707,2044,0.0,261632,560,3.4546517e-08,261632,-1.9451778e-05,0.9987153620459139
0.00036570994,475.5140233039856,0.6784436,2045,0.0,261760,563,7.619486e-09,261760,3.9817533e-06,0.9931652317754924
0.00017357743,475.7423412799835,0.67829025,2046,0.0,261888,565,1.4323429e-08,261888,-8.650823e-06,0.9972584336064756
0.00014224392,475.96986413002014,0.6788714,2047,0.0,262016,570,1.4519189e-07,262016,-4.4013665e-05,0.9976118493359536
0.00011691189,476.1950080394745,0.6785556,2048,0.0,262144,559,1.4184312e-08,262144,9.57842e-06,0.9989010792924091
0.00011124284,476.42486906051636,0.6788694,2049,0.0,262272,554,1.596782e-09,262272,3.0834926e-06,0.9989726479398087
9.622789e-05,476.6567449569702,0.68038577,2050,0.0,262400,560,7.450471e-08,262400,-4.3433858e-05,0.9991693393094465
8.5054424e-05,476.885840177536,0.678075,2051,0.0,262528,569,1.9381235e-07,262528,-1.831504e-05,0.9990758481435478
7.9192265e-05,477.11139726638794,0.677432,2052,0.0,262656,568,1.2311887e-07,262656,-4.732504e-05,0.9986231098882854
0.0012656777,477.3378150463104,0.6768224,2053,0.0,262784,549,1.6388508e-07,262784,-2.4956884e-05,0.9829570278525352
0.00010367404,477.5715980529785,0.67508096,2054,0.0,262912,573,2.6858276e-08,262912,-8.355593e-06,0.9989552618935704
0.00020032274,477.79587721824646,0.6776055,2055,0.0,263040,558,3.9511505e-09,263040,2.6285416e-06,0.9964633968193084
0.00073359505,478.0261301994324,0.6771052,2056,0.0,263168,573,1.9954253e-08,263168,-1.7423765e-05,0.9901812169700861
0.00014665013,478.25049114227295,0.67821485,2057,0.0,263296,550,2.8160471e-08,263296,6.615126e-06,0.9989710439695045
0.0016522392,478.4844400882721,0.67743856,2058,0.0,263424,572,3.3699163e-08,263424,-1.0813586e-05,0.9701146055012941
0.000115289826,478.7092332839966,0.6779944,2059,0.0,263552,573,3.0074105e-09,263552,1.3323734e-06,0.9989801687188447
0.00014664128,478.933650970459,0.6801214,2060,0.0,263680,561,2.9336546e-08,263680,-1.7135986e-05,0.9989098452497274
0.00012422513,479.16267800331116,0.67819256,2061,0.0,263808,573,7.999594e-09,263808,-3.7678983e-06,0.9982037137961015
0.0010709129,479.38675713539124,0.67880565,2062,0.0,263936,547,2.1753014e-07,263936,-6.29056e-05,0.9807053804397583
0.006365227,479.62170815467834,0.674701,2063,0.0,264064,574,5.062379e-08,264064,4.2212196e-06,0.9064062610268593
0.00022363113,479.845742225647,0.6774308,2064,0.0,264192,558,1.2997243e-09,264192,-5.836482e-06,0.999146509799175
0.00017988493,480.0759449005127,0.6789787,2065,0.0,264320,570,9.218165e-08,264320,-4.6842033e-05,0.9986898906063288
0.0022363805,480.30127120018005,0.6748092,2066,0.0,264448,557,1.1659568e-07,264448,-4.435191e-06,0.9640644006431103
0.00016069105,480.5319809913635,0.6718653,2067,0.0,264576,553,1.6098906e-07,264576,-0.000115440576,0.997520039556548
0.00020170366,480.7640950679779,0.67906666,2068,0.0,264704,572,2.2424494e-07,264704,-5.0326344e-06,0.9984237411990762
0.00013759414,480.9887869358063,0.67795634,2069,0.0,264832,537,5.623158e-08,264832,-1.1391239e-05,0.9984637385932729
0.00015215583,481.22798204421997,0.6784891,2070,0.0,264960,573,9.550504e-09,264960,-1.0328833e-05,0.9987760065123439
0.002523108,481.4522202014923,0.6776156,2071,0.0,265088,543,2.099009e-08,265088,-4.491885e-06,0.9539726451039314
0.00014463047,481.68888807296753,0.67723495,2072,0.0,265216,570,4.5263263e-08,265216,-2.455723e-05,0.9970921981148422
0.00021648967,481.9143681526184,0.67986935,2073,0.0,265344,563,9.057352e-09,265344,6.4787455e-06,0.9970012421254069
0.00018006375,482.1427261829376,0.67967844,2074,0.0,265472,570,1.2892923e-07,265472,-2.5805784e-05,0.9985943359788507
0.00016435533,482.3680341243744,0.67918277,2075,0.0,265600,560,2.2707091e-08,265600,3.1986274e-06,0.9984527137130499
0.00014011163,482.59769225120544,0.67913216,2076,0.0,265728,560,8.2577685e-08,265728,-4.2597763e-05,0.9982723558787256
0.0007695256,482.8273012638092,0.6739799,2077,0.0,265856,572,1.2259889e-07,265856,-1.0476215e-06,0.9914897438138723
0.00016296748,483.05186104774475,0.6758485,2078,0.0,265984,555,5.441476e-09,265984,-3.3971155e-06,0.9987364583648741
0.0020647254,483.28339409828186,0.67585474,2079,0.0,266112,559,5.5396194e-09,266112,9.2503615e-07,0.9644521661102772
0.00022257214,483.5131802558899,0.6781617,2080,0.0,266240,568,1.066469e-08,266240,-1.6734935e-05,0.9986139998072758
0.0020549165,483.7396721839905,0.67328626,2081,0.0,266368,558,3.020422e-08,266368,-1.7761602e-05,0.9654988013207912
0.0012178137,483.9696772098541,0.67692584,2082,0.0,266496,573,1.6476771e-07,266496,-4.4969376e-05,0.9800351355224848
0.00024623054,484.19395303726196,0.67862344,2083,0.0,266624,529,3.1454228e-08,266624,1.38951e-05,0.9985393934184685
0.00017809111,484.43679118156433,0.6790131,2084,0.0,266752,557,1.9318808e-08,266752,-1.2956094e-05,0.9986409735865891
0.00012090321,484.66735005378723,0.67669666,2085,0.0,266880,560,4.1374108e-08,266880,-8.28004e-06,0.998867504647933
0.00015400248,484.89664220809937,0.6791506,2086,0.0,267008,571,2.6350952e-08,267008,-1.2754928e-05,0.9988559568300843
0.0025074412,485.12156534194946,0.6767237,2087,0.0,267136,565,1.5039967e-07,267136,-5.31759e-05,0.956238642334938
0.00018705784,485.34886026382446,0.67878836,2088,0.0,267264,538,4.1761318e-08,267264,7.5716525e-06,0.9989653186639771
0.00015476957,485.58729910850525,0.6796607,2089,0.0,267392,570,5.841279e-08,267392,-8.303556e-06,0.9989369444083422
0.00089985016,485.812618970871,0.6751927,2090,0.0,267520,560,3.4442078e-07,267520,-0.00013507518,0.9829902164638042
0.00013191381,486.0420331954956,0.67608094,2091,0.0,267648,572,2.5828402e-07,267648,-1.7386163e-05,0.9989842424402013
0.0014011157,486.26690006256104,0.67603856,2092,0.0,267776,548,2.4586397e-08,267776,-8.716364e-06,0.9759983643889427
0.00013657514,486.50122332572937,0.67663056,2093,0.0,267904,570,8.136981e-09,267904,-1.2845965e-05,0.9987212128471583
0.000118001815,486.7266881465912,0.67863387,2094,0.0,268032,561,7.214222e-08,268032,-3.2251526e-05,0.9991774856462143
0.0001164398,486.9561071395874,0.6747809,2095,0.0,268160,570,1.8565627e-08,268160,-1.5979283e-05,0.9989679933059961
0.0015293155,487.1812641620636,0.67565936,2096,0.0,268288,571,1.8338255e-07,268288,-6.123935e-05,0.9720750823616982
0.00016126876,487.4061291217804,0.6771731,2097,0.0,268416,552,2.7783042e-07,268416,-4.7032256e-05,0.9971538316458464
0.0001311561,487.63871717453003,0.67810345,2098,0.0,268544,570,5.803193e-08,268544,3.615045e-06,0.9991183188394643
0.0024246448,487.8645050525665,0.6775422,2099,0.0,268672,544,2.4351778e-09,268672,-5.9697777e-07,0.9560910798609257
0.0012742333,488.1006829738617,0.6728664,2100,0.0,268800,575,8.1631796e-08,268800,-4.6662986e-05,0.9763732571154833
0.00019481618,488.324232339859,0.6786823,2101,0.0,268928,551,8.263991e-08,268928,1.9661384e-06,0.9985175267793238
0.00015028112,488.5573933124542,0.67790663,2102,0.0,269056,567,2.57377e-09,269056,2.3955945e-06,0.9987878488609567
0.00013508179,488.783771276474,0.6773791,2103,0.0,269184,572,1.6807421e-07,269184,-8.147338e-05,0.9988966297823936
8.975505e-05,489.0083930492401,0.6777755,2104,0.0,269312,559,4.1248487e-08,269312,1.0242511e-05,0.9992047196137719
0.00013352928,489.2382891178131,0.67979074,2105,0.0,269440,573,3.312068e-08,269440,-1.7137383e-05,0.998945691389963
8.731282e-05,489.4627721309662,0.68004787,2106,0.0,269568,548,1.0398248e-08,269568,-7.6077413e-06,0.999144543078728
0.003475375,489.69734621047974,0.673084,2107,0.0,269696,574,5.6575274e-08,269696,2.715271e-06,0.9390069954097271
9.0823625e-05,489.92116808891296,0.67789084,2108,0.0,269824,564,2.2075259e-08,269824,-1.9436586e-05,0.999165695917327
0.00010259402,490.14860916137695,0.67729294,2109,0.0,269952,567,3.7896575e-07,269952,-0.00013764831,0.9990062064025551
0.00013167202,490.37539625167847,0.6756593,2110,0.0,270080,559,7.975048e-08,270080,1.5536963e-05,0.9975522151216865
0.00044684781,490.60500621795654,0.6791638,2111,0.0,270208,555,7.0912862e-09,270208,-3.987341e-06,0.9925946430303156
9.5834876e-05,490.8365800380707,0.6751454,2112,0.0,270336,572,4.0037103e-09,270336,2.3585744e-06,0.9990086823236197
8.148173e-05,491.0611481666565,0.6780138,2113,0.0,270464,545,4.364043e-09,270464,-4.316913e-06,0.9991935333237052
9.404304e-05,491.2968051433563,0.6741445,2114,0.0,270592,561,3.369387e-08,270592,-5.03466e-05,0.9982661585090682
0.00017348558,491.5258512496948,0.6768563,2115,0.0,270720,563,1.4846293e-08,270720,2.0437292e-05,0.9972580585163087
5.561828e-05,491.75414204597473,0.67696154,2116,0.0,270848,565,5.5815463e-09,270848,-9.7122975e-06,0.9992475730832666
0.00023786508,491.98138427734375,0.67391217,2117,0.0,270976,572,4.8284786e-08,270976,-2.7103582e-05,0.9960356187075377
0.002726025,492.205934047699,0.6719101,2118,0.0,271104,561,3.927417e-09,271104,4.236237e-06,0.948632001876831
0.0031851924,492.4346649646759,0.67302483,2119,0.0,271232,556,7.284934e-09,271232,-1.4191028e-06,0.9460077024996281
0.0021162806,492.6657750606537,0.67215097,2120,0.0,271360,555,1.8103442e-08,271360,-9.7762095e-06,0.9597646333277225
0.00019415595,492.89721608161926,0.6783037,2121,0.0,271488,571,7.1356725e-09,271488,2.047047e-06,0.9988285194849595
0.00014044906,493.1224031448364,0.6805522,2122,0.0,271616,565,1.087769e-09,271616,-5.8021396e-07,0.9988746348535642
0.00015134548,493.3495271205902,0.6763637,2123,0.0,271744,555,1.4004081e-07,271744,-5.6674937e-05,0.9987542564049363
0.0007293714,493.58105397224426,0.6732938,2124,0.0,271872,573,1.5486224e-08,271872,1.3159297e-05,0.9871778367087245
0.00015135827,493.8053550720215,0.67438066,2125,0.0,272000,560,6.0170734e-08,272000,-4.4900924e-05,0.9980343356728554
0.001455548,494.0350263118744,0.67423606,2126,0.0,272128,573,2.6316835e-07,272128,-3.695092e-05,0.9754727724939585
0.0016342464,494.25925517082214,0.67535615,2127,0.0,272256,546,5.5408883e-08,272256,-3.518071e-06,0.9679189026355743
0.0034790346,494.4943721294403,0.6768589,2128,0.0,272384,571,1.8512347e-07,272384,-0.00010568241,0.9413997307419777
0.0002443892,494.7193820476532,0.6794671,2129,0.0,272512,568,5.3024723e-07,272512,-0.00010272383,0.9986855627503246
0.000104111576,494.9455361366272,0.6739235,2130,0.0,272640,560,3.8841068e-07,272640,-0.00010215421,0.9987118140561506
0.0001744885,495.1752450466156,0.67688257,2131,0.0,272768,448,3.800401e-07,272768,-9.621144e-05,0.9987949803471565
0.00017527254,495.4620280265808,0.67474973,2132,0.0,272896,534,1.6810472e-07,272896,-2.7886126e-06,0.9967340438161045
0.0028366614,495.70259308815,0.67607033,2133,0.0,273024,565,3.2128646e-08,273024,-1.9164989e-05,0.9597260095179081
0.00023641647,495.9298439025879,0.6777748,2134,0.0,273152,541,5.965734e-08,273152,6.669783e-06,0.9988626004196703
0.00018477131,496.1669690608978,0.6779891,2135,0.0,273280,562,6.245353e-08,273280,-3.0477124e-05,0.9988881880417466
0.0001241736,496.395708322525,0.6766173,2136,0.0,273408,466,1.0316416e-07,273408,-1.5560654e-05,0.9989023274974898
0.0035601333,496.67076110839844,0.67704546,2137,0.0,273536,571,4.5917212e-09,273536,4.9188966e-06,0.943229254335165
0.003790049,496.89589405059814,0.67429304,2138,0.0,273664,555,1.6321543e-08,273664,-5.1644165e-06,0.9456232599914074
0.00020488794,497.1276023387909,0.6776212,2139,0.0,273792,569,4.0386167e-10,273792,1.383014e-07,0.9988670138409361
0.00028060694,497.35364508628845,0.67566806,2140,0.0,273920,557,2.0914069e-08,273920,-2.8942479e-05,0.9985198993235826
0.00024688043,497.58429527282715,0.67371774,2141,0.0,274048,556,2.1895897e-07,274048,-5.5377837e-05,0.9949629250913858
0.005327506,497.81542015075684,0.67702645,2142,0.0,274176,572,1.0620438e-08,274176,4.3078326e-06,0.9028914347290993
0.00019856117,498.0401122570038,0.6753468,2143,0.0,274304,553,5.208847e-08,274304,-4.0183426e-05,0.9985008905641735
0.00025216304,498.2723801136017,0.6754947,2144,0.0,274432,556,3.4199684e-07,274432,-6.568211e-05,0.9953549737110734
0.00058486627,498.5031580924988,0.67502105,2145,0.0,274560,554,8.605075e-09,274560,1.0438263e-05,0.9880725918337703
0.0002157079,498.7350609302521,0.6737398,2146,0.0,274688,571,4.6432697e-07,274688,-0.00017743942,0.9978400110267103
0.000261211,498.9599690437317,0.6784056,2147,0.0,274816,571,3.4723934e-07,274816,-2.7072267e-05,0.9982960304478183
0.0002043016,499.18499398231506,0.6768734,2148,0.0,274944,553,6.869891e-08,274944,-1.9235886e-05,0.9962436219211668
0.00020233377,499.41749930381775,0.6774149,2149,0.0,275072,559,5.453687e-08,275072,-1.1521392e-05,0.9988364849705249
0.0013726627,499.6473021507263,0.67663264,2150,0.0,275200,556,8.752695e-08,275200,-2.3466418e-05,0.974311476573348
0.00015767167,499.87812519073486,0.67855465,2151,0.0,275328,569,4.2601442e-08,275328,-3.063795e-05,0.9987709302222356
0.00011229411,500.10396003723145,0.6761043,2152,0.0,275456,554,3.1943898e-07,275456,-7.0608105e-05,0.9986191567732021
0.00014377125,500.33597207069397,0.6756736,2153,0.0,275584,558,3.8102402e-07,275584,-0.000117849035,0.9975598924793303
0.0009993836,500.5662262439728,0.6752106,2154,0.0,275712,566,2.5755236e-07,275712,-4.2905565e-05,0.98422746732831
0.000965506,500.7931582927704,0.67406654,2155,0.0,275840,560,1.2111651e-07,275840,-3.671547e-05,0.9832181502133608
0.00016699714,501.02252531051636,0.67867565,2156,0.0,275968,556,1.9355487e-07,275968,-4.268298e-05,0.9987759232753888
0.00015100182,501.25374698638916,0.6762108,2157,0.0,276096,552,3.553502e-08,276096,1.6794074e-06,0.9986881313379854
0.00011069768,501.4867720603943,0.6772718,2158,0.0,276224,567,4.3351143e-08,276224,-1.5019905e-05,0.9989768507657573
0.001047802,501.7130780220032,0.67457306,2159,0.0,276352,530,1.336361e-08,276352,-9.242212e-06,0.982542684301734
9.193586e-05,501.95568203926086,0.6744209,2160,0.0,276480,568,2.1232329e-07,276480,-5.4749893e-05,0.998810792225413
0.00013169511,502.18157410621643,0.6788212,2161,0.0,276608,565,1.9193719e-08,276608,8.825329e-06,0.9989584012655541
0.0010312514,502.40934133529663,0.6742517,2162,0.0,276736,553,5.8047494e-08,276736,-1.3853074e-05,0.9813518971204758
0.0028555572,502.641389131546,0.6727774,2163,0.0,276864,572,3.8374154e-08,276864,-3.9350707e-06,0.9510000497102737
0.00014343185,502.86604022979736,0.67505825,2164,0.0,276992,558,5.9136795e-08,276992,-4.051556e-05,0.998985473648645
0.001680197,503.0961580276489,0.6746735,2165,0.0,277120,573,7.6911995e-08,277120,-4.7277426e-06,0.970487555488944
0.00013324713,503.32028317451477,0.674878,2166,0.0,277248,553,1.877662e-07,277248,-7.7721896e-05,0.9985107006505132
0.00016086326,503.5528120994568,0.6783565,2167,0.0,277376,573,9.852967e-08,277376,1.7281214e-05,0.9984645784134045
0.00013976287,503.7767241001129,0.6763372,2168,0.0,277504,556,6.057324e-08,277504,-3.4176628e-05,0.998819308471866
9.100043e-05,504.00803112983704,0.6731001,2169,0.0,277632,563,3.976699e-07,277632,-0.0001512079,0.9988992523867637
0.0044655707,504.236289024353,0.6705049,2170,0.0,277760,575,3.0448655e-07,277760,-5.6372257e-05,0.92641731351614
0.0002115766,504.4598069190979,0.6716794,2171,0.0,277888,541,4.414204e-09,277888,2.9322691e-06,0.9981439777184278
0.0017336183,504.6972370147705,0.67415637,2172,0.0,278016,573,1.2386354e-07,278016,-4.047819e-05,0.9702246431261301
0.0021839333,504.9211552143097,0.6744942,2173,0.0,278144,529,6.507292e-08,278144,2.027955e-06,0.9577615670859814
0.002235499,505.16416001319885,0.67349625,2174,0.0,278272,573,9.120656e-08,278272,-4.930119e-05,0.9609685242176056
0.00029060268,505.3882040977478,0.6762257,2175,0.0,278400,550,1.4332213e-07,278400,-9.019626e-06,0.9986162955174223
0.0023622941,505.62237215042114,0.66800624,2176,0.0,278528,567,9.96526e-09,278528,-1.8964347e-05,0.9466596394777298
0.00027918266,505.8488130569458,0.67473376,2177,0.0,278656,571,5.756089e-08,278656,-9.7280135e-06,0.9982315087690949
0.0016321349,506.07365107536316,0.6760396,2178,0.0,278784,559,4.1776843e-08,278784,-9.738025e-06,0.9664198085665703
0.0028663478,506.3033301830292,0.6708148,2179,0.0,278912,558,1.717992e-08,278912,-2.2584572e-07,0.9419129081070423
0.0009081857,506.5334620475769,0.67430407,2180,0.0,279040,558,2.2199902e-09,279040,8.489005e-07,0.9821845218539238
0.0026796493,506.7635929584503,0.67567647,2181,0.0,279168,572,3.033413e-09,279168,-3.1362288e-06,0.9516310840845108
0.00036661545,506.98817014694214,0.67824733,2182,0.0,279296,564,3.961998e-08,279296,-1.6036152e-05,0.9985665795393288
0.0026868626,507.2158372402191,0.6736872,2183,0.0,279424,567,3.0851102e-09,279424,-2.9559014e-06,0.9457865841686726
0.00031561553,507.4424481391907,0.67435795,2184,0.0,279552,553,3.5621177e-08,279552,-1.8496066e-06,0.9963756082579494
0.00017470722,507.6747992038727,0.67537636,2185,0.0,279680,550,9.293784e-09,279680,-6.8465597e-06,0.9983440537471324
0.00023928093,507.90807604789734,0.67446494,2186,0.0,279808,571,2.874023e-09,279808,1.9429717e-06,0.9962324106600136
0.00040758782,508.1329243183136,0.67440784,2187,0.0,279936,561,1.9070609e-07,279936,-5.686877e-05,0.9921833295375109
0.0026898098,508.362202167511,0.67548966,2188,0.0,280064,561,5.821533e-08,280064,5.631475e-06,0.9464797675609589
0.002918071,508.59111499786377,0.6725414,2189,0.0,280192,566,6.7150935e-08,280192,-2.5170273e-05,0.9427245557308197
0.000405456,508.81833004951477,0.6764567,2190,0.0,280320,566,1.6880762e-07,280320,-4.7793495e-05,0.9981697185430676
0.0016790952,509.0454001426697,0.673953,2191,0.0,280448,570,1.2633768e-07,280448,-1.6256701e-05,0.9635943584144115
0.00048808558,509.2707681655884,0.67704624,2192,0.0,280576,545,1.2670873e-07,280576,-3.696885e-05,0.9983582001877949
0.00031306024,509.5062551498413,0.6755721,2193,0.0,280704,572,8.518837e-09,280704,5.1741954e-06,0.9982191412709653
0.00034044922,509.7306640148163,0.6721391,2194,0.0,280832,559,9.452647e-09,280832,-8.186558e-06,0.9928972311317921
0.0022793359,509.96037101745605,0.6762743,2195,0.0,280960,573,1.2184907e-07,280960,-3.4514e-05,0.9596390761435032
0.00026192341,510.18430519104004,0.67624855,2196,0.0,281088,565,1.0049524e-08,281088,-1.8923893e-05,0.9983349054818973
0.0034546687,510.4117512702942,0.6718111,2197,0.0,281216,549,4.5841446e-08,281216,1.9846484e-06,0.9403564892709255
0.0015162473,510.6459290981293,0.6740798,2198,0.0,281344,563,2.8798168e-09,281344,-4.8422953e-06,0.969110632315278
