policy_loss,explained_variance,fps,total_timesteps,n_updates,policy_entropy,time_elapsed,approxkl,value_loss,clipfrac,serial_timesteps
-1.7401646e-05,0.7074424922466278,554,25856,202,0.69244325,47.40933680534363,2.6384453e-07,0.012630864,0.0,25856
3.8910657e-06,0.7298318445682526,555,25984,203,0.6925546,47.64101576805115,4.659692e-09,0.012456146,0.0,25984
-2.8824434e-07,0.7763726860284805,560,26112,204,0.6924884,47.872538805007935,7.90828e-09,0.011234255,0.0,26112
2.4116598e-06,0.7477372884750366,574,26240,205,0.6925721,48.10167980194092,1.0550676e-09,0.014744342,0.0,26240
-8.898671e-06,0.7448237538337708,553,26368,206,0.6925071,48.3254759311676,4.5369713e-08,0.012792845,0.0,26368
-1.8582796e-05,0.7678983211517334,568,26496,207,0.69264984,48.55768084526062,3.2668567e-08,0.011993651,0.0,26496
-5.650893e-05,0.7926666736602783,550,26624,208,0.69268847,48.784140825271606,7.358812e-08,0.013157121,0.0,26624
2.61307e-05,0.7836006283760071,565,26752,209,0.6925884,49.01757597923279,1.07107596e-07,0.012647305,0.0,26752
-0.00012581795,0.8137697726488113,551,26880,210,0.6924136,49.24489974975586,2.3954885e-07,0.009381486,0.0,26880
1.2567965e-05,0.7888889163732529,561,27008,211,0.6925775,49.47844982147217,2.199712e-07,0.013621917,0.0,27008
-1.2298813e-05,0.7331226766109467,565,27136,212,0.69240624,49.70741891860962,1.04729265e-08,0.012712124,0.0,27136
-1.1801138e-05,0.7847697138786316,556,27264,213,0.69259596,49.93459987640381,3.1111398e-08,0.011893687,0.0,27264
-2.051727e-05,0.8132857382297516,570,27392,214,0.69240236,50.16553783416748,2.3142293e-08,0.008614937,0.0,27392
-5.889742e-05,0.7866995185613632,557,27520,215,0.69253856,50.39062690734863,8.511568e-08,0.013463547,0.0,27520
2.0139734e-05,0.7984915226697922,566,27648,216,0.69241625,50.62121295928955,1.1172265e-08,0.009987763,0.0,27648
5.941605e-06,0.7971704751253128,554,27776,217,0.6924436,50.84789776802063,5.114926e-09,0.0077095293,0.0,27776
-3.4290715e-06,0.7770223468542099,572,27904,218,0.69250107,51.079821825027466,3.072458e-09,0.013377082,0.0,27904
2.1839514e-07,0.7968520522117615,554,28032,219,0.69262236,51.304466009140015,3.7675543e-09,0.013558876,0.0,28032
-1.1969358e-05,0.7672087699174881,568,28160,220,0.69233626,51.536086082458496,1.9334417e-08,0.0076520457,0.0,28160
-1.624145e-05,0.7988604158163071,555,28288,221,0.6925217,51.76220893859863,9.9539236e-08,0.011440996,0.0,28288
-1.7144834e-05,0.7931720018386841,567,28416,222,0.6924721,51.993736028671265,9.769027e-09,0.007908615,0.0,28416
