approxkl,value_loss,clipfrac,explained_variance,n_updates,time_elapsed,policy_loss,fps,serial_timesteps,policy_entropy,total_timesteps
nan,nan,0.0,nan,1613,464.3958580493927,nan,530,206464,nan,206464
nan,nan,0.0,nan,1614,464.638188123703,nan,509,206592,nan,206592
nan,nan,0.0,nan,1615,464.8901410102844,nan,521,206720,nan,206720
nan,nan,0.0,nan,1616,465.1367220878601,nan,501,206848,nan,206848
nan,nan,0.0,nan,1617,465.39314007759094,nan,512,206976,nan,206976
nan,nan,0.0,nan,1618,465.64411306381226,nan,523,207104,nan,207104
nan,nan,0.0,nan,1619,465.8895890712738,nan,523,207232,nan,207232
nan,nan,0.0,nan,1620,466.13525009155273,nan,540,207360,nan,207360
nan,nan,0.0,nan,1621,466.37321519851685,nan,530,207488,nan,207488
nan,nan,0.0,nan,1622,466.6157281398773,nan,498,207616,nan,207616
nan,nan,0.0,nan,1623,466.87341117858887,nan,525,207744,nan,207744
nan,nan,0.0,nan,1624,467.11787509918213,nan,546,207872,nan,207872
nan,nan,0.0,nan,1625,467.35310220718384,nan,519,208000,nan,208000
nan,nan,0.0,nan,1626,467.6002449989319,nan,547,208128,nan,208128
nan,nan,0.0,nan,1627,467.83505511283875,nan,522,208256,nan,208256
nan,nan,0.0,nan,1628,468.0810651779175,nan,540,208384,nan,208384
nan,nan,0.0,nan,1629,468.3187611103058,nan,524,208512,nan,208512
nan,nan,0.0,nan,1630,468.5638952255249,nan,535,208640,nan,208640
nan,nan,0.0,nan,1631,468.80412912368774,nan,543,208768,nan,208768
nan,nan,0.0,nan,1632,469.0405242443085,nan,531,208896,nan,208896
nan,nan,0.0,nan,1633,469.28228402137756,nan,550,209024,nan,209024
nan,nan,0.0,nan,1634,469.515958070755,nan,524,209152,nan,209152
nan,nan,0.0,nan,1635,469.76121497154236,nan,552,209280,nan,209280
nan,nan,0.0,nan,1636,469.99396204948425,nan,523,209408,nan,209408
nan,nan,0.0,nan,1637,470.23937225341797,nan,549,209536,nan,209536
nan,nan,0.0,nan,1638,470.47341418266296,nan,460,209664,nan,209664
nan,nan,0.0,nan,1639,470.7527141571045,nan,547,209792,nan,209792
nan,nan,0.0,nan,1640,470.98752307891846,nan,545,209920,nan,209920
nan,nan,0.0,nan,1641,471.22324419021606,nan,518,210048,nan,210048
nan,nan,0.0,nan,1642,471.47111415863037,nan,541,210176,nan,210176
nan,nan,0.0,nan,1643,471.70853209495544,nan,523,210304,nan,210304
nan,nan,0.0,nan,1644,471.9541289806366,nan,552,210432,nan,210432
nan,nan,0.0,nan,1645,472.18685507774353,nan,521,210560,nan,210560
nan,nan,0.0,nan,1646,472.43342208862305,nan,542,210688,nan,210688
nan,nan,0.0,nan,1647,472.67049193382263,nan,524,210816,nan,210816
nan,nan,0.0,nan,1648,472.91561818122864,nan,549,210944,nan,210944
nan,nan,0.0,nan,1649,473.1494610309601,nan,537,211072,nan,211072
nan,nan,0.0,nan,1650,473.3890450000763,nan,540,211200,nan,211200
nan,nan,0.0,nan,1651,473.6269872188568,nan,540,211328,nan,211328
nan,nan,0.0,nan,1652,473.86495900154114,nan,489,211456,nan,211456
nan,nan,0.0,nan,1653,474.12733125686646,nan,527,211584,nan,211584
nan,nan,0.0,nan,1654,474.3707389831543,nan,508,211712,nan,211712
nan,nan,0.0,nan,1655,474.62362408638,nan,521,211840,nan,211840
nan,nan,0.0,nan,1656,474.87038493156433,nan,486,211968,nan,211968
nan,nan,0.0,nan,1657,475.1347908973694,nan,529,212096,nan,212096
nan,nan,0.0,nan,1658,475.37754225730896,nan,513,212224,nan,212224
nan,nan,0.0,nan,1659,475.6277132034302,nan,520,212352,nan,212352
nan,nan,0.0,nan,1660,475.87463212013245,nan,506,212480,nan,212480
nan,nan,0.0,nan,1661,476.128130197525,nan,533,212608,nan,212608
nan,nan,0.0,nan,1662,476.36913895606995,nan,512,212736,nan,212736
nan,nan,0.0,nan,1663,476.61971831321716,nan,529,212864,nan,212864
nan,nan,0.0,nan,1664,476.86252331733704,nan,510,212992,nan,212992
nan,nan,0.0,nan,1665,477.114541053772,nan,530,213120,nan,213120
nan,nan,0.0,nan,1666,477.35676312446594,nan,535,213248,nan,213248
nan,nan,0.0,nan,1667,477.59719014167786,nan,480,213376,nan,213376
nan,nan,0.0,nan,1668,477.8647210597992,nan,531,213504,nan,213504
nan,nan,0.0,nan,1669,478.1065490245819,nan,515,213632,nan,213632
nan,nan,0.0,nan,1670,478.355838060379,nan,533,213760,nan,213760
nan,nan,0.0,nan,1671,478.5969820022583,nan,505,213888,nan,213888
nan,nan,0.0,nan,1672,478.85115909576416,nan,526,214016,nan,214016
nan,nan,0.0,nan,1673,479.0952739715576,nan,511,214144,nan,214144
nan,nan,0.0,nan,1674,479.34687519073486,nan,410,214272,nan,214272
nan,nan,0.0,nan,1675,479.66000604629517,nan,508,214400,nan,214400
nan,nan,0.0,nan,1676,479.91268014907837,nan,509,214528,nan,214528
nan,nan,0.0,nan,1677,480.16486620903015,nan,514,214656,nan,214656
nan,nan,0.0,nan,1678,480.4144070148468,nan,531,214784,nan,214784
nan,nan,0.0,nan,1679,480.6563231945038,nan,499,214912,nan,214912
nan,nan,0.0,nan,1680,480.91383504867554,nan,531,215040,nan,215040
nan,nan,0.0,nan,1681,481.15587306022644,nan,500,215168,nan,215168
nan,nan,0.0,nan,1682,481.4130120277405,nan,511,215296,nan,215296
nan,nan,0.0,nan,1683,481.6643440723419,nan,493,215424,nan,215424
nan,nan,0.0,nan,1684,481.92520809173584,nan,533,215552,nan,215552
nan,nan,0.0,nan,1685,482.1663272380829,nan,475,215680,nan,215680
nan,nan,0.0,nan,1686,482.43653321266174,nan,486,215808,nan,215808
nan,nan,0.0,nan,1687,482.700541973114,nan,515,215936,nan,215936
nan,nan,0.0,nan,1688,482.94970703125,nan,515,216064,nan,216064
nan,nan,0.0,nan,1689,483.1991460323334,nan,486,216192,nan,216192
nan,nan,0.0,nan,1690,483.4634850025177,nan,509,216320,nan,216320
nan,nan,0.0,nan,1691,483.7159140110016,nan,517,216448,nan,216448
nan,nan,0.0,nan,1692,483.9644150733948,nan,487,216576,nan,216576
nan,nan,0.0,nan,1693,484.2276999950409,nan,533,216704,nan,216704
nan,nan,0.0,nan,1694,484.468697309494,nan,502,216832,nan,216832
nan,nan,0.0,nan,1695,484.7247612476349,nan,503,216960,nan,216960
nan,nan,0.0,nan,1696,484.9803190231323,nan,483,217088,nan,217088
nan,nan,0.0,nan,1697,485.24603819847107,nan,530,217216,nan,217216
nan,nan,0.0,nan,1698,485.488657951355,nan,459,217344,nan,217344
nan,nan,0.0,nan,1699,485.7682890892029,nan,507,217472,nan,217472
nan,nan,0.0,nan,1700,486.0213770866394,nan,487,217600,nan,217600
nan,nan,0.0,nan,1701,486.285236120224,nan,510,217728,nan,217728
nan,nan,0.0,nan,1702,486.5373089313507,nan,478,217856,nan,217856
nan,nan,0.0,nan,1703,486.80588006973267,nan,489,217984,nan,217984
nan,nan,0.0,nan,1704,487.06869196891785,nan,467,218112,nan,218112
nan,nan,0.0,nan,1705,487.3437840938568,nan,512,218240,nan,218240
nan,nan,0.0,nan,1706,487.5947892665863,nan,489,218368,nan,218368
nan,nan,0.0,nan,1707,487.8574233055115,nan,504,218496,nan,218496
nan,nan,0.0,nan,1708,488.1125822067261,nan,480,218624,nan,218624
nan,nan,0.0,nan,1709,488.37984704971313,nan,515,218752,nan,218752
nan,nan,0.0,nan,1710,488.6291561126709,nan,493,218880,nan,218880
nan,nan,0.0,nan,1711,488.889680147171,nan,516,219008,nan,219008
nan,nan,0.0,nan,1712,489.13867020606995,nan,506,219136,nan,219136
nan,nan,0.0,nan,1713,489.392382144928,nan,523,219264,nan,219264
nan,nan,0.0,nan,1714,489.6377942562103,nan,528,219392,nan,219392
nan,nan,0.0,nan,1715,489.88078808784485,nan,505,219520,nan,219520
nan,nan,0.0,nan,1716,490.13497400283813,nan,534,219648,nan,219648
nan,nan,0.0,nan,1717,490.3757231235504,nan,509,219776,nan,219776
nan,nan,0.0,nan,1718,490.627699136734,nan,532,219904,nan,219904
nan,nan,0.0,nan,1719,490.86900901794434,nan,520,220032,nan,220032
nan,nan,0.0,nan,1720,491.1158149242401,nan,532,220160,nan,220160
nan,nan,0.0,nan,1721,491.35694313049316,nan,503,220288,nan,220288
nan,nan,0.0,nan,1722,491.61252999305725,nan,530,220416,nan,220416
nan,nan,0.0,nan,1723,491.8546371459961,nan,526,220544,nan,220544
nan,nan,0.0,nan,1724,492.0987620353699,nan,545,220672,nan,220672
nan,nan,0.0,nan,1725,492.33452820777893,nan,525,220800,nan,220800
nan,nan,0.0,nan,1726,492.5791051387787,nan,544,220928,nan,220928
nan,nan,0.0,nan,1727,492.81511402130127,nan,548,221056,nan,221056
nan,nan,0.0,nan,1728,493.0494782924652,nan,528,221184,nan,221184
nan,nan,0.0,nan,1729,493.2927932739258,nan,523,221312,nan,221312
nan,nan,0.0,nan,1730,493.53834295272827,nan,523,221440,nan,221440
nan,nan,0.0,nan,1731,493.78383326530457,nan,529,221568,nan,221568
nan,nan,0.0,nan,1732,494.02655816078186,nan,509,221696,nan,221696
nan,nan,0.0,nan,1733,494.27891302108765,nan,542,221824,nan,221824
nan,nan,0.0,nan,1734,494.5157902240753,nan,520,221952,nan,221952
nan,nan,0.0,nan,1735,494.7624132633209,nan,548,222080,nan,222080
nan,nan,0.0,nan,1736,494.99684715270996,nan,328,222208,nan,222208
nan,nan,0.0,nan,1737,495.38875913619995,nan,398,222336,nan,222336
nan,nan,0.0,nan,1738,495.71159505844116,nan,482,222464,nan,222464
nan,nan,0.0,nan,1739,495.9779689311981,nan,523,222592,nan,222592
nan,nan,0.0,nan,1740,496.22360396385193,nan,493,222720,nan,222720
nan,nan,0.0,nan,1741,496.4841742515564,nan,518,222848,nan,222848
nan,nan,0.0,nan,1742,496.7322061061859,nan,490,222976,nan,222976
nan,nan,0.0,nan,1743,496.9939773082733,nan,515,223104,nan,223104
nan,nan,0.0,nan,1744,497.2435381412506,nan,497,223232,nan,223232
nan,nan,0.0,nan,1745,497.502051115036,nan,509,223360,nan,223360
nan,nan,0.0,nan,1746,497.7544069290161,nan,498,223488,nan,223488
nan,nan,0.0,nan,1747,498.0120053291321,nan,516,223616,nan,223616
nan,nan,0.0,nan,1748,498.26072907447815,nan,501,223744,nan,223744
nan,nan,0.0,nan,1749,498.51678109169006,nan,529,223872,nan,223872
nan,nan,0.0,nan,1750,498.75931215286255,nan,510,224000,nan,224000
nan,nan,0.0,nan,1751,499.01102209091187,nan,520,224128,nan,224128
nan,nan,0.0,nan,1752,499.2580602169037,nan,509,224256,nan,224256
nan,nan,0.0,nan,1753,499.5104341506958,nan,524,224384,nan,224384
nan,nan,0.0,nan,1754,499.75584530830383,nan,535,224512,nan,224512
nan,nan,0.0,nan,1755,499.9962010383606,nan,501,224640,nan,224640
nan,nan,0.0,nan,1756,500.252473115921,nan,533,224768,nan,224768
nan,nan,0.0,nan,1757,500.4934480190277,nan,515,224896,nan,224896
nan,nan,0.0,nan,1758,500.74292612075806,nan,536,225024,nan,225024
nan,nan,0.0,nan,1759,500.98235392570496,nan,527,225152,nan,225152
nan,nan,0.0,nan,1760,501.22610807418823,nan,548,225280,nan,225280
nan,nan,0.0,nan,1761,501.4605152606964,nan,514,225408,nan,225408
nan,nan,0.0,nan,1762,501.710027217865,nan,549,225536,nan,225536
nan,nan,0.0,nan,1763,501.94400000572205,nan,527,225664,nan,225664
nan,nan,0.0,nan,1764,502.18760418891907,nan,545,225792,nan,225792
nan,nan,0.0,nan,1765,502.42336916923523,nan,544,225920,nan,225920
nan,nan,0.0,nan,1766,502.65937423706055,nan,532,226048,nan,226048
nan,nan,0.0,nan,1767,502.9006772041321,nan,549,226176,nan,226176
nan,nan,0.0,nan,1768,503.1348412036896,nan,522,226304,nan,226304
nan,nan,0.0,nan,1769,503.3808572292328,nan,546,226432,nan,226432
nan,nan,0.0,nan,1770,503.61611700057983,nan,525,226560,nan,226560
nan,nan,0.0,nan,1771,503.8604140281677,nan,528,226688,nan,226688
nan,nan,0.0,nan,1772,504.10363602638245,nan,523,226816,nan,226816
nan,nan,0.0,nan,1773,504.34904503822327,nan,537,226944,nan,226944
nan,nan,0.0,nan,1774,504.58828616142273,nan,475,227072,nan,227072
nan,nan,0.0,nan,1775,504.8585331439972,nan,522,227200,nan,227200
nan,nan,0.0,nan,1776,505.10472297668457,nan,549,227328,nan,227328
nan,nan,0.0,nan,1777,505.33911514282227,nan,514,227456,nan,227456
nan,nan,0.0,nan,1778,505.58915996551514,nan,529,227584,nan,227584
nan,nan,0.0,nan,1779,505.832150220871,nan,521,227712,nan,227712
nan,nan,0.0,nan,1780,506.07849192619324,nan,546,227840,nan,227840
nan,nan,0.0,nan,1781,506.3137581348419,nan,520,227968,nan,227968
nan,nan,0.0,nan,1782,506.56033205986023,nan,547,228096,nan,228096
nan,nan,0.0,nan,1783,506.79494404792786,nan,532,228224,nan,228224
nan,nan,0.0,nan,1784,507.0360300540924,nan,549,228352,nan,228352
nan,nan,0.0,nan,1785,507.26997208595276,nan,519,228480,nan,228480
nan,nan,0.0,nan,1786,507.5175042152405,nan,545,228608,nan,228608
nan,nan,0.0,nan,1787,507.75303316116333,nan,543,228736,nan,228736
nan,nan,0.0,nan,1788,507.9895303249359,nan,529,228864,nan,228864
nan,nan,0.0,nan,1789,508.23199915885925,nan,547,228992,nan,228992
nan,nan,0.0,nan,1790,508.4670150279999,nan,514,229120,nan,229120
nan,nan,0.0,nan,1791,508.7168650627136,nan,549,229248,nan,229248
nan,nan,0.0,nan,1792,508.95092010498047,nan,532,229376,nan,229376
nan,nan,0.0,nan,1793,509.192095041275,nan,545,229504,nan,229504
nan,nan,0.0,nan,1794,509.4275801181793,nan,518,229632,nan,229632
nan,nan,0.0,nan,1795,509.6754550933838,nan,549,229760,nan,229760
nan,nan,0.0,nan,1796,509.90960812568665,nan,538,229888,nan,229888
nan,nan,0.0,nan,1797,510.1485981941223,nan,511,230016,nan,230016
nan,nan,0.0,nan,1798,510.39981508255005,nan,536,230144,nan,230144
nan,nan,0.0,nan,1799,510.63918113708496,nan,528,230272,nan,230272
nan,nan,0.0,nan,1800,510.88214921951294,nan,548,230400,nan,230400
nan,nan,0.0,nan,1801,511.11683797836304,nan,521,230528,nan,230528
nan,nan,0.0,nan,1802,511.3631920814514,nan,545,230656,nan,230656
nan,nan,0.0,nan,1803,511.5989110469818,nan,528,230784,nan,230784
nan,nan,0.0,nan,1804,511.8422589302063,nan,548,230912,nan,230912
nan,nan,0.0,nan,1805,512.0768263339996,nan,527,231040,nan,231040
nan,nan,0.0,nan,1806,512.3217151165009,nan,480,231168,nan,231168
nan,nan,0.0,nan,1807,512.5887281894684,nan,503,231296,nan,231296
nan,nan,0.0,nan,1808,512.844330072403,nan,518,231424,nan,231424
nan,nan,0.0,nan,1809,513.0923430919647,nan,531,231552,nan,231552
nan,nan,0.0,nan,1810,513.3341152667999,nan,488,231680,nan,231680
nan,nan,0.0,nan,1811,513.5972230434418,nan,527,231808,nan,231808
nan,nan,0.0,nan,1812,513.8412339687347,nan,495,231936,nan,231936
nan,nan,0.0,nan,1813,514.1007702350616,nan,527,232064,nan,232064
nan,nan,0.0,nan,1814,514.344309091568,nan,508,232192,nan,232192
nan,nan,0.0,nan,1815,514.5969531536102,nan,529,232320,nan,232320
nan,nan,0.0,nan,1816,514.8399710655212,nan,504,232448,nan,232448
nan,nan,0.0,nan,1817,515.0947263240814,nan,518,232576,nan,232576
nan,nan,0.0,nan,1818,515.3423502445221,nan,417,232704,nan,232704
nan,nan,0.0,nan,1819,515.6504170894623,nan,495,232832,nan,232832
nan,nan,0.0,nan,1820,515.910070180893,nan,508,232960,nan,232960
nan,nan,0.0,nan,1821,516.1626760959625,nan,521,233088,nan,233088
nan,nan,0.0,nan,1822,516.4146990776062,nan,503,233216,nan,233216
nan,nan,0.0,nan,1823,516.6703202724457,nan,530,233344,nan,233344
nan,nan,0.0,nan,1824,516.9126589298248,nan,474,233472,nan,233472
nan,nan,0.0,nan,1825,517.1832902431488,nan,531,233600,nan,233600
nan,nan,0.0,nan,1826,517.4250152111053,nan,488,233728,nan,233728
nan,nan,0.0,nan,1827,517.6882939338684,nan,537,233856,nan,233856
nan,nan,0.0,nan,1828,517.927873134613,nan,507,233984,nan,233984
nan,nan,0.0,nan,1829,518.1811909675598,nan,541,234112,nan,234112
nan,nan,0.0,nan,1830,518.4183411598206,nan,541,234240,nan,234240
nan,nan,0.0,nan,1831,518.6558248996735,nan,525,234368,nan,234368
nan,nan,0.0,nan,1832,518.9004549980164,nan,545,234496,nan,234496
nan,nan,0.0,nan,1833,519.1360692977905,nan,522,234624,nan,234624
nan,nan,0.0,nan,1834,519.3820650577545,nan,503,234752,nan,234752
nan,nan,0.0,nan,1835,519.6374390125275,nan,528,234880,nan,234880
nan,nan,0.0,nan,1836,519.8806171417236,nan,531,235008,nan,235008
nan,nan,0.0,nan,1837,520.1226291656494,nan,353,235136,nan,235136
nan,nan,0.0,nan,1838,520.4860501289368,nan,530,235264,nan,235264
nan,nan,0.0,nan,1839,520.7285912036896,nan,505,235392,nan,235392
nan,nan,0.0,nan,1840,520.98282122612,nan,532,235520,nan,235520
nan,nan,0.0,nan,1841,521.2239401340485,nan,505,235648,nan,235648
nan,nan,0.0,nan,1842,521.4778971672058,nan,501,235776,nan,235776
nan,nan,0.0,nan,1843,521.7344152927399,nan,495,235904,nan,235904
nan,nan,0.0,nan,1844,521.9936063289642,nan,519,236032,nan,236032
nan,nan,0.0,nan,1845,522.2413461208344,nan,508,236160,nan,236160
nan,nan,0.0,nan,1846,522.4941940307617,nan,524,236288,nan,236288
nan,nan,0.0,nan,1847,522.7389912605286,nan,505,236416,nan,236416
nan,nan,0.0,nan,1848,522.9940643310547,nan,533,236544,nan,236544
nan,nan,0.0,nan,1849,523.2349750995636,nan,532,236672,nan,236672
nan,nan,0.0,nan,1850,523.4765131473541,nan,515,236800,nan,236800
nan,nan,0.0,nan,1851,523.7258832454681,nan,526,236928,nan,236928
nan,nan,0.0,nan,1852,523.9700710773468,nan,494,237056,nan,237056
nan,nan,0.0,nan,1853,524.2297821044922,nan,530,237184,nan,237184
nan,nan,0.0,nan,1854,524.4718039035797,nan,513,237312,nan,237312
nan,nan,0.0,nan,1855,524.722314119339,nan,532,237440,nan,237440
nan,nan,0.0,nan,1856,524.9638569355011,nan,487,237568,nan,237568
nan,nan,0.0,nan,1857,525.2275881767273,nan,490,237696,nan,237696
nan,nan,0.0,nan,1858,525.4896111488342,nan,503,237824,nan,237824
nan,nan,0.0,nan,1859,525.7449233531952,nan,510,237952,nan,237952
nan,nan,0.0,nan,1860,525.9964091777802,nan,510,238080,nan,238080
nan,nan,0.0,nan,1861,526.2483041286469,nan,524,238208,nan,238208
nan,nan,0.0,nan,1862,526.4933822154999,nan,503,238336,nan,238336
nan,nan,0.0,nan,1863,526.7483153343201,nan,527,238464,nan,238464
nan,nan,0.0,nan,1864,526.991800069809,nan,509,238592,nan,238592
nan,nan,0.0,nan,1865,527.2443101406097,nan,527,238720,nan,238720
nan,nan,0.0,nan,1866,527.4878170490265,nan,528,238848,nan,238848
nan,nan,0.0,nan,1867,527.7315580844879,nan,493,238976,nan,238976
nan,nan,0.0,nan,1868,527.9918191432953,nan,527,239104,nan,239104
nan,nan,0.0,nan,1869,528.2356460094452,nan,473,239232,nan,239232
nan,nan,0.0,nan,1870,528.5071041584015,nan,513,239360,nan,239360
nan,nan,0.0,nan,1871,528.7572622299194,nan,463,239488,nan,239488
nan,nan,0.0,nan,1872,529.0347709655762,nan,532,239616,nan,239616
nan,nan,0.0,nan,1873,529.2763271331787,nan,510,239744,nan,239744
nan,nan,0.0,nan,1874,529.5279450416565,nan,529,239872,nan,239872
nan,nan,0.0,nan,1875,529.7705709934235,nan,529,240000,nan,240000
nan,nan,0.0,nan,1876,530.0136561393738,nan,534,240128,nan,240128
nan,nan,0.0,nan,1877,530.2540581226349,nan,512,240256,nan,240256
nan,nan,0.0,nan,1878,530.5052471160889,nan,537,240384,nan,240384
nan,nan,0.0,nan,1879,530.7441182136536,nan,521,240512,nan,240512
nan,nan,0.0,nan,1880,530.990795135498,nan,451,240640,nan,240640
nan,nan,0.0,nan,1881,531.275553226471,nan,430,240768,nan,240768
nan,nan,0.0,nan,1882,531.5739731788635,nan,551,240896,nan,240896
nan,nan,0.0,nan,1883,531.806939125061,nan,517,241024,nan,241024
nan,nan,0.0,nan,1884,532.055025100708,nan,547,241152,nan,241152
nan,nan,0.0,nan,1885,532.2899940013885,nan,544,241280,nan,241280
nan,nan,0.0,nan,1886,532.5261120796204,nan,525,241408,nan,241408
nan,nan,0.0,nan,1887,532.7706491947174,nan,542,241536,nan,241536
nan,nan,0.0,nan,1888,533.0076580047607,nan,516,241664,nan,241664
nan,nan,0.0,nan,1889,533.2565171718597,nan,540,241792,nan,241792
nan,nan,0.0,nan,1890,533.4943890571594,nan,517,241920,nan,241920
nan,nan,0.0,nan,1891,533.7428469657898,nan,547,242048,nan,242048
nan,nan,0.0,nan,1892,533.9776661396027,nan,511,242176,nan,242176
nan,nan,0.0,nan,1893,534.2285749912262,nan,551,242304,nan,242304
nan,nan,0.0,nan,1894,534.461982011795,nan,534,242432,nan,242432
nan,nan,0.0,nan,1895,534.7023561000824,nan,542,242560,nan,242560
nan,nan,0.0,nan,1896,534.9394361972809,nan,485,242688,nan,242688
nan,nan,0.0,nan,1897,535.2041840553284,nan,472,242816,nan,242816
nan,nan,0.0,nan,1898,535.4761681556702,nan,520,242944,nan,242944
nan,nan,0.0,nan,1899,535.7228329181671,nan,479,243072,nan,243072
nan,nan,0.0,nan,1900,535.990473985672,nan,520,243200,nan,243200
nan,nan,0.0,nan,1901,536.2373580932617,nan,508,243328,nan,243328
nan,nan,0.0,nan,1902,536.4901189804077,nan,530,243456,nan,243456
nan,nan,0.0,nan,1903,536.7325711250305,nan,503,243584,nan,243584
nan,nan,0.0,nan,1904,536.9878480434418,nan,517,243712,nan,243712
nan,nan,0.0,nan,1905,537.2364690303802,nan,488,243840,nan,243840
nan,nan,0.0,nan,1906,537.499762058258,nan,472,243968,nan,243968
nan,nan,0.0,nan,1907,537.7733891010284,nan,439,244096,nan,244096
nan,nan,0.0,nan,1908,538.0659871101379,nan,499,244224,nan,244224
nan,nan,0.0,nan,1909,538.3252339363098,nan,480,244352,nan,244352
nan,nan,0.0,nan,1910,538.5927810668945,nan,495,244480,nan,244480
nan,nan,0.0,nan,1911,538.8525111675262,nan,501,244608,nan,244608
nan,nan,0.0,nan,1912,539.1094982624054,nan,517,244736,nan,244736
nan,nan,0.0,nan,1913,539.3578729629517,nan,487,244864,nan,244864
nan,nan,0.0,nan,1914,539.6214530467987,nan,520,244992,nan,244992
nan,nan,0.0,nan,1915,539.8683259487152,nan,493,245120,nan,245120
nan,nan,0.0,nan,1916,540.1286730766296,nan,523,245248,nan,245248
nan,nan,0.0,nan,1917,540.374528169632,nan,509,245376,nan,245376
nan,nan,0.0,nan,1918,540.6265261173248,nan,521,245504,nan,245504
nan,nan,0.0,nan,1919,540.8730130195618,nan,524,245632,nan,245632
nan,nan,0.0,nan,1920,541.1182022094727,nan,525,245760,nan,245760
nan,nan,0.0,nan,1921,541.362909078598,nan,510,245888,nan,245888
nan,nan,0.0,nan,1922,541.614913225174,nan,520,246016,nan,246016
nan,nan,0.0,nan,1923,541.8616342544556,nan,533,246144,nan,246144
nan,nan,0.0,nan,1924,542.1025700569153,nan,474,246272,nan,246272
nan,nan,0.0,nan,1925,542.3731601238251,nan,531,246400,nan,246400
nan,nan,0.0,nan,1926,542.6148691177368,nan,516,246528,nan,246528
nan,nan,0.0,nan,1927,542.8638191223145,nan,533,246656,nan,246656
nan,nan,0.0,nan,1928,543.1052002906799,nan,509,246784,nan,246784
nan,nan,0.0,nan,1929,543.3575050830841,nan,531,246912,nan,246912
nan,nan,0.0,nan,1930,543.5993061065674,nan,522,247040,nan,247040
nan,nan,0.0,nan,1931,543.8456761837006,nan,532,247168,nan,247168
nan,nan,0.0,nan,1932,544.0872440338135,nan,497,247296,nan,247296
nan,nan,0.0,nan,1933,544.3454909324646,nan,539,247424,nan,247424
nan,nan,0.0,nan,1934,544.5837440490723,nan,548,247552,nan,247552
nan,nan,0.0,nan,1935,544.8180820941925,nan,532,247680,nan,247680
nan,nan,0.0,nan,1936,545.059629201889,nan,541,247808,nan,247808
nan,nan,0.0,nan,1937,545.2971479892731,nan,515,247936,nan,247936
nan,nan,0.0,nan,1938,545.546590089798,nan,539,248064,nan,248064
nan,nan,0.0,nan,1939,545.785040140152,nan,518,248192,nan,248192
nan,nan,0.0,nan,1940,546.0326161384583,nan,535,248320,nan,248320
nan,nan,0.0,nan,1941,546.2726233005524,nan,530,248448,nan,248448
nan,nan,0.0,nan,1942,546.5150830745697,nan,549,248576,nan,248576
nan,nan,0.0,nan,1943,546.7488062381744,nan,523,248704,nan,248704
nan,nan,0.0,nan,1944,546.9942862987518,nan,519,248832,nan,248832
nan,nan,0.0,nan,1945,547.2419412136078,nan,550,248960,nan,248960
nan,nan,0.0,nan,1946,547.4754650592804,nan,526,249088,nan,249088
nan,nan,0.0,nan,1947,547.7199041843414,nan,544,249216,nan,249216
nan,nan,0.0,nan,1948,547.9558379650116,nan,524,249344,nan,249344
nan,nan,0.0,nan,1949,548.2007832527161,nan,546,249472,nan,249472
nan,nan,0.0,nan,1950,548.4362840652466,nan,522,249600,nan,249600
nan,nan,0.0,nan,1951,548.6819798946381,nan,544,249728,nan,249728
nan,nan,0.0,nan,1952,548.9182550907135,nan,516,249856,nan,249856
nan,nan,0.0,nan,1953,549.1668581962585,nan,548,249984,nan,249984
nan,nan,0.0,nan,1954,549.4012191295624,nan,534,250112,nan,250112
nan,nan,0.0,nan,1955,549.6416761875153,nan,539,250240,nan,250240
nan,nan,0.0,nan,1956,549.8802602291107,nan,529,250368,nan,250368
nan,nan,0.0,nan,1957,550.1230611801147,nan,521,250496,nan,250496
nan,nan,0.0,nan,1958,550.3696432113647,nan,540,250624,nan,250624
nan,nan,0.0,nan,1959,550.6073579788208,nan,531,250752,nan,250752
nan,nan,0.0,nan,1960,550.8489542007446,nan,549,250880,nan,250880
nan,nan,0.0,nan,1961,551.0829122066498,nan,506,251008,nan,251008
nan,nan,0.0,nan,1962,551.336400270462,nan,545,251136,nan,251136
nan,nan,0.0,nan,1963,551.572056055069,nan,529,251264,nan,251264
nan,nan,0.0,nan,1964,551.8148651123047,nan,548,251392,nan,251392
nan,nan,0.0,nan,1965,552.0492031574249,nan,536,251520,nan,251520
nan,nan,0.0,nan,1966,552.2888081073761,nan,535,251648,nan,251648
nan,nan,0.0,nan,1967,552.5287890434265,nan,548,251776,nan,251776
nan,nan,0.0,nan,1968,552.7633621692657,nan,531,251904,nan,251904
nan,nan,0.0,nan,1969,553.0052020549774,nan,544,252032,nan,252032
nan,nan,0.0,nan,1970,553.2413079738617,nan,520,252160,nan,252160
nan,nan,0.0,nan,1971,553.4880781173706,nan,548,252288,nan,252288
nan,nan,0.0,nan,1972,553.7225151062012,nan,532,252416,nan,252416
nan,nan,0.0,nan,1973,553.9638249874115,nan,532,252544,nan,252544
nan,nan,0.0,nan,1974,554.2052321434021,nan,515,252672,nan,252672
nan,nan,0.0,nan,1975,554.4545831680298,nan,544,252800,nan,252800
nan,nan,0.0,nan,1976,554.6909592151642,nan,547,252928,nan,252928
nan,nan,0.0,nan,1977,554.9255380630493,nan,522,253056,nan,253056
nan,nan,0.0,nan,1978,555.1716170310974,nan,547,253184,nan,253184
nan,nan,0.0,nan,1979,555.4063551425934,nan,526,253312,nan,253312
