district,Under 1,1-4,5-9,10-14,15-19,20-24,25-29,30-34,35-39,40-44,45-49,50-54,55-59,60-64,65-69,70-74,75-79,80 and over
 IliganCity ,6800 ,27418 ,34363 ,35599 ,37226 ,30742 ,25237 ,22475 ,19974 ,19000 ,17234 ,14756 ,11215 ,7465 ,4637 ,3469 ,1950 ,1596 
